subject	tr	task	roi	beta	tval	zval
sub-10	1000	AA	V1 L	1.0291578678628728	5.0601859334867285	4.953413612444197
sub-10	1000	AA	V1 R	0.581683373942219	3.5949501843383462	3.5566516120777596
sub-10	1000	UA	hMT+ L	0.9520415076307932	5.391766856656266	5.251520980949528
sub-10	1000	UA	hMT+ R	1.1326356027263238	5.518124083542407	5.340489087225557
sub-10	1000	UA	V1 L	0.7701947214564451	4.0889413880153445	4.021048737541179
sub-10	1000	UA	V1 R	0.6277987119571725	3.547769199640828	3.511722039967194
sub-10	2500	AA	hMT+ L	1.3214329960451223	6.295181934339905	5.718996434002712
sub-10	2500	AA	hMT+ R	1.2203620739497423	5.359572957047852	4.968854587071414
sub-10	2500	AA	V1 L	0.9754071254358662	3.787376269212007	3.6496516682828797
sub-10	2500	AA	V1 R	0.6513504696899886	3.123035034043225	3.05376249356229
sub-10	2500	UA	hMT+ L	0.8771214953854822	3.925509219088119	3.754292700125193
sub-10	2500	UA	hMT+ R	0.4272992120888274	1.481578993709778	1.420438256811661
sub-10	2500	UA	V1 L	0.8580330790390187	4.347339045535238	4.141293499656852
sub-10	2500	UA	V1 R	0.6890693496481208	3.682767769355077	3.5734664788572856
sub-11	0500	AA	hMT+ L	0.6614603603169907	2.8546246689902888	2.8387444823436527
sub-11	0500	AA	hMT+ R	0.9109832998224159	3.32790512536659	3.3105564838970776
sub-11	0500	AA	V1 L	0.38663526558226907	2.1578585718348795	2.151848791699285
sub-11	0500	AA	V1 R	0.6523422000503841	3.2029639575729134	3.1835367638617145
sub-11	0500	UA	hMT+ L	0.7254495961647182	2.705537483889122	2.695039387168606
sub-11	0500	UA	hMT+ R	1.086953745182381	3.1849435311255876	3.169949490441604
sub-11	0500	UA	V1 L	0.7145095553119206	3.4923824284778267	3.4758276383852533
sub-11	0500	UA	V1 R	0.7529494189108946	3.512709443420015	3.4924046751260684
sub-11	0750	AA	hMT+ L			
sub-11	0750	AA	hMT+ R			
sub-11	0750	AA	V1 L			
sub-11	0750	AA	V1 R			
sub-11	0750	UA	hMT+ L	1.2578689798973157	11.515236987202618	10.73302208299531
